srcIP,srcPort,dstIP,dstPort,protocol,mean,var,max,min,flowSize
41.177.202.202,53,41.177.98.57,51649,UDP,214.0,0.0,214,214,214
244.244.229.164,80,244.3.160.239,64923,TCP,151.25,35381.6875,477,40,605
41.177.98.57,51650,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51650,UDP,238.0,0.0,238,238,238
41.177.98.57,51651,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51651,UDP,214.0,0.0,214,214,214
41.177.98.57,51652,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51652,UDP,214.0,0.0,214,214,214
41.177.98.57,51653,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51653,UDP,214.0,0.0,214,214,214
244.244.229.164,80,244.3.160.239,64924,TCP,151.0,35219.0,476,40,604
41.177.98.57,51654,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51654,UDP,238.0,0.0,238,238,238
41.177.98.57,51655,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51655,UDP,214.0,0.0,214,214,214
41.177.98.57,51656,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51656,UDP,214.0,0.0,214,214,214
41.177.3.224,65152,41.177.117.184,1606,TCP,323.5,24173.05,580,61,3235
41.177.117.184,1606,41.177.3.224,65152,TCP,505.1,110243.88999999998,1181,62,5051
77.197.210.123,1982,41.177.26.176,80,TCP,76.22222222222223,9931.061728395063,358,40,686
41.177.26.176,80,77.197.210.123,1982,TCP,1004.6,323160.24000000005,1500,40,10046
41.177.98.98,45372,41.177.202.202,53,UDP,73.0,0.0,73,73,73
41.177.202.202,53,41.177.98.98,45372,UDP,139.0,0.0,139,139,139
244.3.41.38,923,244.3.47.184,1641,TCP,81.0,0.0,81,81,162
244.3.47.184,1641,244.3.41.38,923,TCP,66.5,210.25,81,52,133
90.38.239.122,2553,41.177.98.176,80,TCP,203.28571428571428,157379.06122448985,1175,40,1423
41.177.98.176,80,90.38.239.122,2553,TCP,1208.8,339192.96,1500,40,12088
77.197.210.122,6464,41.177.26.176,80,TCP,75.0,9254.222222222223,347,40,675
41.177.26.176,80,77.197.210.122,6464,TCP,886.1,365994.89,1500,40,8861
77.197.210.128,61357,41.177.26.176,80,TCP,79.5,10305.75,348,40,636
41.177.26.176,80,77.197.210.128,61357,TCP,1058.0,332295.4,1500,40,10580
41.177.98.57,51657,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51657,UDP,299.0,0.0,299,299,299
41.177.98.57,51658,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51658,UDP,275.0,0.0,275,275,275
41.177.98.57,51659,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51659,UDP,275.0,0.0,275,275,275
41.177.241.46,443,41.106.180.77,8005,UDP,89.0,0.0,89,89,178
18.122.117.184,11635,244.3.160.239,80,TCP,119.6,55143.840000000004,824,40,1196
244.3.160.239,80,18.122.117.184,11635,TCP,860.8,312186.96,1492,40,8608
77.197.210.67,46948,41.177.26.176,80,TCP,84.71428571428571,11299.061224489793,345,40,593
41.177.26.176,80,77.197.210.67,46948,TCP,820.2,396625.95999999996,1500,40,8202
16.176.93.164,11164,244.3.160.239,80,TCP,260.8,189768.96000000002,1132,40,1304
244.3.160.239,80,16.176.93.164,11164,TCP,153.0,48421.6,593,40,765
41.177.98.57,51660,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51660,UDP,299.0,0.0,299,299,299
41.177.98.57,51661,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51661,UDP,275.0,0.0,275,275,275
41.177.98.57,51662,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51662,UDP,275.0,0.0,275,275,275
41.177.98.57,51663,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51663,UDP,299.0,0.0,299,299,299
41.177.98.57,51664,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51664,UDP,275.0,0.0,275,275,275
41.177.98.57,51665,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51665,UDP,275.0,0.0,275,275,275
15.186.110.142,43142,41.177.26.176,80,TCP,104.0,23516.8,564,52,1040
41.177.26.176,80,15.186.110.142,43142,TCP,537.1,263315.89,1500,52,5371
68.157.168.39,58404,41.177.26.176,80,TCP,87.4,10724.840000000002,398,52,874
41.177.26.176,80,68.157.168.39,58404,TCP,671.7,325211.21,1500,52,6717
77.197.210.176,62997,41.177.26.176,80,TCP,85.25,13624.9375,394,40,682
41.177.26.176,80,77.197.210.176,62997,TCP,992.8,342593.76,1500,40,9928
41.177.98.57,51666,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51666,UDP,299.0,0.0,299,299,299
41.177.98.57,51667,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51667,UDP,275.0,0.0,275,275,275
41.177.98.57,51668,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51668,UDP,275.0,0.0,275,275,275
41.177.98.57,51669,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.98.57,51669,UDP,260.0,0.0,260,260,260
41.177.98.57,51670,41.177.202.202,53,UDP,78.0,0.0,78,78,78
41.177.202.202,53,41.177.98.57,51670,UDP,237.0,0.0,237,237,237
41.177.98.57,51671,41.177.202.202,53,UDP,78.0,0.0,78,78,78
41.177.202.202,53,41.177.98.57,51671,UDP,237.0,0.0,237,237,237
244.3.160.239,64925,244.3.31.75,80,TCP,109.8,42744.35999999999,730,40,1098
244.3.31.75,80,244.3.160.239,64925,TCP,1097.2,386288.16000000003,1500,40,10972
41.177.98.57,51672,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51672,UDP,289.0,0.0,289,289,289
41.177.98.57,51673,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,51673,UDP,265.0,0.0,265,265,265
41.177.98.57,51674,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,51674,UDP,265.0,0.0,265,265,265
77.197.210.239,58078,41.177.26.176,80,TCP,82.25,11835.4375,370,40,658
41.177.26.176,80,77.197.210.239,58078,TCP,580.6,300344.04,1500,40,5806
41.177.75.130,1574,41.177.98.220,7080,TCP,73.0,1089.0,106,40,146
41.177.241.98,137,41.177.241.176,137,UDP,78.0,0.0,78,78,702
244.3.160.239,64926,41.43.180.128,80,TCP,228.16666666666666,174044.1388888889,1161,40,1369
41.177.98.220,7080,41.177.75.130,1574,TCP,1178.0,0.0,1178,1178,1178
41.177.98.57,51675,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51675,UDP,299.0,0.0,299,299,299
41.177.98.57,51676,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51676,UDP,275.0,0.0,275,275,275
41.177.98.57,51677,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51677,UDP,275.0,0.0,275,275,275
77.197.210.106,61118,41.177.26.176,80,TCP,114.0,15276.0,328,40,456
41.177.26.176,80,77.197.210.106,61118,TCP,93.66666666666667,4944.222222222222,193,40,281
41.177.98.57,51678,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51678,UDP,299.0,0.0,299,299,299
41.177.98.57,51679,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51679,UDP,275.0,0.0,275,275,275
41.177.98.57,51680,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51680,UDP,275.0,0.0,275,275,275
41.43.180.128,80,244.3.160.239,64926,TCP,170.4,66979.84,688,40,852
151.77.12.31,57918,41.177.98.176,80,TCP,155.9,89848.88999999998,1055,52,1559
41.177.98.176,80,151.77.12.31,57918,TCP,1099.4,320465.64,1500,52,10994
244.3.153.34,58201,244.3.31.117,443,TCP,160.7,66160.20999999999,921,52,1607
244.3.31.117,443,244.3.153.34,58201,TCP,651.0,293003.4,1190,52,6510
41.177.241.46,443,151.77.15.13,58182,UDP,89.0,0.0,89,89,178
41.177.98.57,51681,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51681,UDP,299.0,0.0,299,299,299
41.177.241.98,138,41.177.241.176,138,UDP,273.0,0.0,273,273,2730
41.177.241.98,138,246.142.218.160,138,UDP,273.0,0.0,273,273,2730
41.177.98.57,51682,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51682,UDP,275.0,0.0,275,275,275
41.177.98.57,51683,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51683,UDP,275.0,0.0,275,275,275
151.77.39.25,14540,244.3.160.239,80,TCP,156.83333333333334,66402.13888888888,733,40,941
244.3.160.239,80,151.77.39.25,14540,TCP,102.0,12088.333333333334,343,40,612
244.3.160.239,64927,244.244.229.164,80,TCP,170.33333333333334,82869.88888888888,814,40,1022
41.177.98.57,51684,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51684,UDP,214.0,0.0,214,214,214
41.177.98.31,123,41.177.230.31,123,UDP,76.0,0.0,76,76,76
41.177.230.31,123,41.177.98.31,123,UDP,76.0,0.0,76,76,76
41.177.98.57,51685,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51685,UDP,238.0,0.0,238,238,238
41.177.98.57,51686,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51686,UDP,214.0,0.0,214,214,214
41.177.98.57,51687,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51687,UDP,214.0,0.0,214,214,214
244.3.141.84,47736,244.3.41.84,31100,TCP,82.0,900.0,112,52,164
244.3.41.84,31100,244.3.141.84,47736,TCP,64.0,0.0,64,64,64
41.177.98.57,51688,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51688,UDP,214.0,0.0,214,214,214
244.3.41.84,2594,244.3.141.84,31100,TCP,82.5,930.25,113,52,165
41.177.98.57,51689,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51689,UDP,238.0,0.0,238,238,238
41.177.98.57,51690,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51690,UDP,214.0,0.0,214,214,214
244.3.153.34,58202,244.3.31.117,443,TCP,154.3,56797.01000000001,857,52,1543
41.177.98.57,51691,41.177.202.202,53,UDP,69.0,0.0,69,69,69
244.3.31.117,443,244.3.153.34,58202,TCP,749.4,292570.43999999994,1190,52,7494
41.177.202.202,53,41.177.98.57,51691,UDP,214.0,0.0,214,214,214
244.3.153.34,58203,244.3.31.117,443,TCP,154.3,56797.01000000001,857,52,1543
244.3.31.117,443,244.3.153.34,58203,TCP,188.88888888888889,97482.54320987653,1064,52,1700
244.3.141.84,31100,244.3.41.84,2594,TCP,64.0,0.0,64,64,64
244.3.41.84,2596,244.3.31.84,31100,TCP,82.5,930.25,113,52,165
77.197.210.106,61137,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
41.177.26.176,80,77.197.210.106,61137,TCP,939.7,401418.41000000003,1500,40,9397
41.177.98.57,51692,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51692,UDP,214.0,0.0,214,214,214
41.177.98.57,51693,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51693,UDP,214.0,0.0,214,214,214
41.177.98.57,51694,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51694,UDP,238.0,0.0,238,238,238
41.177.98.57,51695,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51695,UDP,214.0,0.0,214,214,214
41.177.98.57,51696,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51696,UDP,214.0,0.0,214,214,214
244.3.160.239,64928,41.43.180.128,80,TCP,228.33333333333334,174355.22222222225,1162,40,1370
41.177.98.57,51697,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51697,UDP,238.0,0.0,238,238,238
41.177.98.57,51698,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51698,UDP,214.0,0.0,214,214,214
41.177.98.57,51699,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51699,UDP,214.0,0.0,214,214,214
244.3.31.84,31100,244.3.41.84,2596,TCP,64.0,0.0,64,64,64
244.244.229.164,80,244.3.160.239,64927,TCP,151.0,35219.0,476,40,604
41.43.180.128,80,244.3.160.239,64928,TCP,170.4,66979.84,688,40,852
41.177.98.57,51700,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51700,UDP,214.0,0.0,214,214,214
41.177.98.57,51701,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51701,UDP,238.0,0.0,238,238,238
41.177.98.57,51702,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51702,UDP,214.0,0.0,214,214,214
41.177.98.57,51703,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51703,UDP,214.0,0.0,214,214,214
253.37.253.251,138,253.37.253.91,138,UDP,229.0,0.0,229,229,229
41.177.98.57,51704,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51704,UDP,299.0,0.0,299,299,299
41.177.98.57,51705,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51705,UDP,214.0,0.0,214,214,214
41.177.98.57,51706,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51706,UDP,275.0,0.0,275,275,275
41.177.98.57,51707,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51707,UDP,275.0,0.0,275,275,275
41.177.98.57,51708,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51708,UDP,238.0,0.0,238,238,238
41.177.98.57,51709,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51709,UDP,214.0,0.0,214,214,214
41.177.98.57,51710,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51710,UDP,214.0,0.0,214,214,214
186.38.130.39,14742,244.3.160.239,80,TCP,252.2,157142.56,1045,52,1261
244.3.160.239,80,186.38.130.39,14742,TCP,167.0,50197.6,615,52,835
68.157.168.38,43889,41.177.26.91,80,TCP,78.2,5771.560000000001,306,52,782
41.177.26.91,80,68.157.168.38,43889,TCP,1211.6,332705.44,1500,52,12116
77.197.210.122,6539,41.177.26.176,80,TCP,85.14285714285714,11523.265306122456,348,40,596
41.177.26.176,80,77.197.210.122,6539,TCP,1085.4,331460.84,1500,40,10854
41.177.98.57,51711,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51711,UDP,299.0,0.0,299,299,299
41.177.98.57,51712,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51712,UDP,275.0,0.0,275,275,275
41.177.98.57,51713,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51713,UDP,275.0,0.0,275,275,275
244.3.160.248,52701,41.177.26.193,80,TCP,196.8,189580.16,1500,40,1968
41.177.26.193,80,244.3.160.248,52701,TCP,794.5,502153.05,1500,40,7945
254.194.155.203,37981,41.177.26.46,80,TCP,75.6,4295.839999999999,272,52,756
41.177.26.46,80,254.194.155.203,37981,TCP,802.9,490532.49000000005,1500,52,8029
41.177.26.214,57237,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.214,57237,UDP,240.0,0.0,240,240,240
41.177.26.214,57238,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57238,UDP,129.0,0.0,129,129,129
41.177.26.214,57239,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,57239,UDP,146.0,0.0,146,146,146
41.177.26.214,57240,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,57240,UDP,138.0,0.0,138,138,138
41.177.26.214,57241,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57241,UDP,216.0,0.0,216,216,216
244.3.160.248,52702,41.177.26.193,80,TCP,354.6,329731.24000000005,1500,40,3546
41.177.26.193,80,244.3.160.248,52702,TCP,476.8,343525.56000000006,1500,40,4768
77.197.210.123,3093,41.177.26.176,80,TCP,71.5,8439.05,347,40,715
41.177.26.176,80,77.197.210.123,3093,TCP,853.4,370458.44,1500,40,8534
41.177.26.214,57242,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.214,57242,UDP,240.0,0.0,240,240,240
41.177.26.214,57243,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57243,UDP,129.0,0.0,129,129,129
41.177.26.214,57244,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,57244,UDP,146.0,0.0,146,146,146
41.177.26.214,57245,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,57245,UDP,138.0,0.0,138,138,138
41.177.26.214,57246,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57246,UDP,216.0,0.0,216,216,216
165.41.202.108,49188,244.3.210.197,80,TCP,202.2,89467.55999999998,868,52,2022
244.3.210.197,80,165.41.202.108,49188,TCP,1205.2,329024.16,1492,52,12052
77.197.210.48,41592,41.177.26.176,80,TCP,75.11111111111111,9314.765432098766,348,40,676
41.177.26.176,80,77.197.210.48,41592,TCP,888.5,366324.65,1500,40,8885
151.77.39.25,14904,244.3.160.239,80,TCP,157.16666666666666,66786.80555555555,735,40,943
244.3.160.239,80,151.77.39.25,14904,TCP,101.83333333333333,12088.805555555557,343,40,611
244.3.160.239,64929,244.244.229.164,80,TCP,170.66666666666666,83299.55555555555,816,40,1024
41.177.98.98,123,244.157.67.98,123,UDP,76.0,0.0,76,76,76
244.157.67.98,123,41.177.98.98,123,UDP,76.0,0.0,76,76,76
41.177.98.57,51714,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51714,UDP,299.0,0.0,299,299,299
41.177.98.57,51715,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51715,UDP,275.0,0.0,275,275,275
41.177.98.57,51716,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51716,UDP,275.0,0.0,275,275,275
244.3.160.248,52704,41.177.26.193,80,TCP,353.2,330337.16,1500,40,3532
41.177.26.193,80,244.3.160.248,52704,TCP,611.0,401050.4,1500,40,6110
41.177.26.214,57247,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.214,57247,UDP,240.0,0.0,240,240,240
41.177.26.214,57248,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57248,UDP,129.0,0.0,129,129,129
41.177.26.214,57249,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,57249,UDP,146.0,0.0,146,146,146
41.177.26.214,57250,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,57250,UDP,138.0,0.0,138,138,138
41.177.26.214,57251,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57251,UDP,216.0,0.0,216,216,216
41.177.98.57,51717,41.177.202.202,53,UDP,72.0,0.0,72,72,72
77.197.210.67,47309,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
41.177.202.202,53,41.177.98.57,51717,UDP,299.0,0.0,299,299,299
41.177.26.176,80,77.197.210.67,47309,TCP,940.4,330370.44000000006,1500,40,9404
41.177.98.57,51718,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51718,UDP,275.0,0.0,275,275,275
41.177.98.57,51719,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51719,UDP,275.0,0.0,275,275,275
41.177.98.57,51720,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51720,UDP,214.0,0.0,214,214,214
244.244.229.164,80,244.3.160.239,64929,TCP,150.75,35056.6875,475,40,603
244.3.153.25,137,244.3.153.91,137,UDP,78.0,0.0,78,78,780
41.177.98.57,51721,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51721,UDP,238.0,0.0,238,238,238
41.177.98.57,51722,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51722,UDP,214.0,0.0,214,214,214
41.177.98.57,51723,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51723,UDP,214.0,0.0,214,214,214
41.177.98.57,51724,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51724,UDP,214.0,0.0,214,214,214
41.177.3.81,57048,145.95.48.2,161,UDP,113.0,0.0,113,113,113
41.177.98.57,51725,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51725,UDP,299.0,0.0,299,299,299
41.177.98.57,51726,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51726,UDP,275.0,0.0,275,275,275
145.95.48.2,161,41.177.3.81,57048,UDP,117.0,0.0,117,117,117
41.177.98.57,51727,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,51727,UDP,275.0,0.0,275,275,275
41.177.98.57,51728,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51728,UDP,238.0,0.0,238,238,238
41.177.98.57,51729,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51729,UDP,214.0,0.0,214,214,214
41.177.98.57,51730,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51730,UDP,214.0,0.0,214,214,214
41.177.98.57,51731,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51731,UDP,214.0,0.0,214,214,214
41.177.98.57,51732,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51732,UDP,238.0,0.0,238,238,238
41.177.98.57,51733,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51733,UDP,214.0,0.0,214,214,214
41.177.98.57,51734,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51734,UDP,214.0,0.0,214,214,214
41.177.241.46,443,151.77.15.40,2383,UDP,349.8,25500.16,553,89,3498
41.177.98.57,51735,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51735,UDP,214.0,0.0,214,214,214
41.177.98.57,51736,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51736,UDP,238.0,0.0,238,238,238
41.177.98.57,51737,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51737,UDP,214.0,0.0,214,214,214
41.177.98.57,51738,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51738,UDP,214.0,0.0,214,214,214
41.177.98.57,51739,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51739,UDP,214.0,0.0,214,214,214
41.177.98.57,51740,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51740,UDP,238.0,0.0,238,238,238
41.177.98.57,51741,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51741,UDP,214.0,0.0,214,214,214
41.177.98.57,51742,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51742,UDP,214.0,0.0,214,214,214
41.177.98.57,51743,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51743,UDP,214.0,0.0,214,214,214
41.177.98.57,51744,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,51744,UDP,238.0,0.0,238,238,238
41.177.98.57,51745,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51745,UDP,214.0,0.0,214,214,214
41.177.98.57,51746,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,51746,UDP,214.0,0.0,214,214,214
41.177.3.203,37474,41.177.202.202,53,UDP,64.0,0.0,64,64,64
41.177.202.202,53,41.177.3.203,37474,UDP,204.0,0.0,204,204,204
41.177.3.203,58802,244.3.31.68,4888,TCP,132.2,56277.359999999986,840,40,1322
244.3.31.68,4888,41.177.3.203,58802,TCP,97.6,14047.039999999997,445,40,976
41.177.241.46,443,41.106.180.77,1269,TCP,48.25,204.1875,73,40,193
41.177.159.26,3812,244.3.160.239,80,TCP,196.0,100272.0,904,52,1176
244.3.160.239,80,41.177.159.26,3812,TCP,213.8,100891.36000000002,849,52,1069
244.3.160.239,64930,128.71.90.164,80,TCP,180.16666666666666,96012.13888888892,873,40,1081
151.77.39.25,10363,244.3.160.239,80,TCP,158.5,68336.58333333333,743,40,951
244.3.160.239,80,151.77.39.25,10363,TCP,99.0,12139.333333333334,343,40,594
151.77.47.100,6332,244.3.160.239,80,TCP,297.2,258492.16,1314,40,1486
244.3.160.239,80,151.77.47.100,6332,TCP,170.4,64944.63999999999,680,40,852
244.3.160.239,64931,244.244.229.164,80,TCP,172.0,85029.33333333333,824,40,1032
128.71.90.164,80,244.3.160.239,64930,TCP,353.0,288931.0,1284,40,1412
41.177.26.91,8000,47.241.184.51,61840,TCP,52.0,0.0,52,52,52
244.3.160.239,64932,244.3.31.108,80,TCP,235.33333333333334,187671.5555555555,1204,40,1412
244.3.31.108,80,244.3.160.239,64932,TCP,170.0,65545.6,682,40,850
253.160.251.90,2401,253.37.253.43,446,TCP,500.0,251931.6,1420,40,5000
253.37.253.43,446,253.160.251.90,2401,TCP,544.8,356444.96,1420,40,5448
18.122.117.184,11947,244.3.160.239,80,TCP,242.66666666666666,200552.88888888888,1244,40,1456
244.3.160.239,80,18.122.117.184,11947,TCP,312.1666666666667,282093.4722222222,1492,40,1873
