srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.202.202,53,41.177.26.176,59137,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59138,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59138,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.210.122,63879,TCP,10611,1466,693,271,131,271,274,757,1500,1158,1500
244.3.79.176,1689,41.177.98.220,7010,TCP,17490,107,106,111,576,576,141,40,107,106,111
253.160.108.225,12003,253.37.253.43,12003,UDP,115466,1114,128,1114,128,95,95,83,83,1114,1114
41.177.26.176,59139,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
253.37.253.43,12003,253.160.108.225,12003,UDP,9650,88,83,93,88,83,93,88,86,71,93
41.177.202.202,53,41.177.26.176,59139,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59140,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59140,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59141,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59141,UDP,214,214,0,0,0,0,0,0,0,0,0
77.197.210.181,11794,41.177.26.176,80,TCP,605,48,40,357,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.181,11794,TCP,11508,48,40,1500,1010,1500,1500,752,1500,729,1500
244.3.40.192,1985,210.218.218.164,1985,UDP,1920,48,48,48,48,48,48,48,48,48,48
244.3.41.213,1985,210.218.218.164,1985,UDP,960,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59142,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59142,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.3.203,58381,41.177.3.224,1791,TCP,8703,365,40,365,40,365,40,365,40,365,40
41.177.3.224,1791,41.177.3.203,58381,TCP,9330,428,428,428,428,428,428,428,40,428,428
41.177.26.176,59143,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59143,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59144,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59144,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59145,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59145,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59146,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59146,UDP,214,214,0,0,0,0,0,0,0,0,0
241.82.197.177,9947,244.3.160.239,80,TCP,1140,64,52,868,52,52,52,0,0,0,0
244.3.160.239,80,241.82.197.177,9947,TCP,2038,64,52,1420,398,52,52,0,0,0,0
41.177.241.192,1985,210.218.218.164,1985,UDP,1920,48,48,48,48,48,48,48,48,48,48
41.177.83.194,1985,210.218.218.164,1985,UDP,2880,48,48,48,48,48,48,48,48,48,48
244.3.210.230,52348,244.3.202.202,53,UDP,63,63,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52348,UDP,430,430,0,0,0,0,0,0,0,0,0
244.3.210.255,3513,198.98.48.41,25,TCP,13115,48,40,64,40,74,76,46,1500,1500,1500
18.181.165.45,2450,41.177.98.176,80,TCP,168,48,40,40,40,0,0,0,0,0,0
41.177.98.176,80,18.181.165.45,2450,TCP,128,48,40,40,0,0,0,0,0,0,0
198.98.48.41,25,244.3.210.255,3513,TCP,1098,44,81,40,96,94,81,40,48,40,77
244.3.210.230,60468,244.3.202.202,53,UDP,56,56,0,0,0,0,0,0,0,0,0
41.177.155.41,1985,210.218.218.164,1985,UDP,3000,44,44,44,48,48,48,48,48,48,48
41.177.4.164,1985,210.218.218.164,1985,UDP,1000,48,48,48,44,48,48,48,48,48,48
244.3.160.239,33069,197.154.128.197,80,TCP,885,48,40,637,40,40,40,40,0,0,0
197.154.128.197,80,244.3.160.239,33069,TCP,1949,48,40,1500,321,40,0,0,0,0,0
41.177.26.176,59147,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59147,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59148,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59148,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59149,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59149,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.117,37173,41.177.26.15,80,TCP,532,64,52,260,52,52,52,0,0,0,0
41.177.3.203,58386,41.177.3.224,1791,TCP,6047,365,40,365,40,365,40,365,40,365,40
41.177.26.15,80,41.177.26.117,37173,TCP,449,64,52,229,52,52,0,0,0,0,0
41.177.3.224,1791,41.177.3.203,58386,TCP,6850,428,428,428,428,428,428,428,428,1500,591
41.177.31.94,49240,244.3.47.39,3260,TCP,2736,100,52,100,52,100,52,100,52,100,52
244.3.47.39,3260,41.177.31.94,49240,TCP,1800,100,100,100,100,100,100,100,100,100,100
254.204.210.149,12677,244.3.160.239,80,TCP,2512,52,40,1300,1000,40,40,40,0,0,0
244.3.160.239,80,254.204.210.149,12677,TCP,1553,52,40,40,1258,83,40,40,0,0,0
41.177.26.176,59150,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59150,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59151,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59151,UDP,275,275,0,0,0,0,0,0,0,0,0
77.197.210.122,63879,41.177.26.176,80,TCP,280,40,40,40,40,40,40,40,0,0,0
41.177.26.176,59152,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59152,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.160.239,33070,41.43.180.128,80,TCP,2587,48,40,1500,649,230,40,40,40,0,0
77.197.210.80,43925,41.177.26.176,80,TCP,676,48,40,348,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.80,43925,TCP,12278,48,40,1500,1010,1500,57,1500,754,1500,1162
41.177.26.91,80,68.157.168.194,45484,TCP,820454,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
253.160.108.89,12003,253.37.253.43,12003,UDP,64934,95,95,95,95,243,243,78,78,83,83
253.37.253.43,12003,253.160.108.89,12003,UDP,46489,88,84,152,1453,1433,469,88,84,152,1091
18.181.165.45,2452,41.177.98.176,80,TCP,168,48,40,40,40,0,0,0,0,0,0
41.177.98.176,80,18.181.165.45,2452,TCP,128,48,40,40,0,0,0,0,0,0,0
41.43.180.128,80,244.3.160.239,33070,TCP,1679,44,40,40,40,1435,40,40,0,0,0
244.3.210.230,58536,244.3.202.202,53,UDP,113,53,60,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,58536,UDP,564,261,303,0,0,0,0,0,0,0,0
244.3.210.255,3523,94.145.31.84,25,TCP,13064,48,40,64,85,66,57,1420,1420,1420,1420
94.145.31.84,25,244.3.210.255,3523,TCP,1128,44,133,271,61,64,40,40,40,40,40
244.3.202.202,53,244.3.210.230,60468,UDP,304,304,0,0,0,0,0,0,0,0,0
41.177.98.176,80,244.3.79.47,2521,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.79.47,2521,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.210.230,58627,244.3.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
68.157.168.194,45484,41.177.26.91,80,TCP,35301,52,52,52,52,52,52,52,52,52,52
244.3.202.202,53,244.3.210.230,58627,UDP,525,525,0,0,0,0,0,0,0,0,0
244.3.210.230,52241,244.3.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
41.177.31.57,138,41.177.31.176,138,UDP,7524,342,342,342,342,342,342,342,342,342,342
41.177.83.214,1985,210.218.218.164,1985,UDP,3144,48,48,48,48,48,48,48,48,48,48
176.41.89.90,80,244.3.160.239,62971,TCP,388433,1420,1420,1420,1420,1420,1420,799,1420,1420,1420
244.3.160.239,62971,176.41.89.90,80,TCP,6760,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,68.33.164.161,3227,TCP,391921,1500,1500,1500,1500,1500,1500,403,1500,1364,1500
41.177.26.176,59153,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59153,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59154,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59154,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59155,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59155,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.153.204,3581,244.3.176.224,445,TCP,981,48,40,177,280,396,40,0,0,0,0
244.3.176.224,445,244.3.153.204,3581,TCP,978,48,237,534,79,40,40,0,0,0,0
41.106.180.77,42636,41.177.241.46,443,UDP,57348,137,121,233,169,1241,121,121,121,121,121
244.3.153.252,3123,244.3.160.80,443,TCP,2426,52,40,142,83,1149,40,40,40,40,40
244.3.160.80,443,244.3.153.252,3123,TCP,54502,52,40,162,40,1190,1190,1190,1190,1190,1190
41.177.241.46,443,41.106.180.77,42636,UDP,592885,137,121,249,121,1273,1273,1273,1273,1273,1273
18.181.165.45,2454,41.177.98.176,80,TCP,3190,48,40,738,725,747,40,732,40,40,40
41.177.98.176,80,18.181.165.45,2454,TCP,1039,48,40,209,40,207,207,208,40,40,0
41.177.241.31,1037,41.177.241.176,1100,UDP,7182,133,133,133,133,133,133,133,133,133,133
241.82.197.177,2128,244.3.160.239,80,TCP,52,52,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52241,UDP,525,525,0,0,0,0,0,0,0,0,0
244.3.160.239,80,241.82.197.177,2128,TCP,52,52,0,0,0,0,0,0,0,0,0
244.3.210.230,65125,244.3.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
244.3.160.248,47177,41.177.26.91,2641,UDP,98,98,0,0,0,0,0,0,0,0,0
41.177.26.91,2641,244.3.160.248,47177,UDP,167,167,0,0,0,0,0,0,0,0,0
68.33.164.161,3227,244.3.160.239,80,TCP,8840,52,52,52,52,52,52,52,52,52,52
18.181.165.45,2456,41.177.98.176,80,TCP,2404,48,40,730,738,728,40,40,40,0,0
41.177.98.176,80,18.181.165.45,2456,TCP,832,48,40,210,40,207,207,40,40,0,0
244.3.210.186,1985,210.218.218.164,1985,UDP,1920,48,48,48,48,48,48,48,48,48,48
244.3.202.202,53,244.3.210.230,65125,UDP,525,525,0,0,0,0,0,0,0,0,0
244.3.210.230,52951,244.3.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
77.197.210.239,61633,41.177.26.176,80,TCP,658,48,40,330,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.239,61633,TCP,10809,48,40,1500,47,800,236,131,236,1102,1500
41.106.180.77,47084,41.177.241.46,443,TCP,372,73,73,40,73,73,40,0,0,0,0
41.177.241.46,443,41.106.180.77,47084,TCP,306,40,40,73,40,40,73,0,0,0,0
41.177.75.120,2724,41.177.98.220,7010,TCP,3864,576,387,40,114,40,576,277,576,282,40
41.177.98.220,7010,41.177.75.120,2724,TCP,5141,40,1171,40,1093,40,829,40,825,40,1023
244.3.202.202,53,244.3.210.230,52951,UDP,525,525,0,0,0,0,0,0,0,0,0
244.3.210.164,1985,210.218.218.164,1985,UDP,2096,48,48,48,48,48,48,44,44,48,48
244.3.210.255,3532,241.57.77.253,25,TCP,13054,48,40,64,74,69,46,1500,1500,1500,1500
244.3.210.230,63474,244.3.202.202,53,UDP,164,53,55,56,0,0,0,0,0,0,0
41.177.241.67,1985,210.218.218.164,1985,UDP,960,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59156,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59156,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59157,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59157,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59158,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
244.3.64.188,49908,41.177.241.46,443,UDP,102869,169,169,169,185,185,169,169,185,169,169
41.177.202.202,53,41.177.26.176,59158,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.153.197,54970,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54264,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,53910,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54780,41.177.230.130,137,UDP,2592,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54639,41.177.230.130,137,UDP,2592,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54511,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,55004,41.177.230.130,137,UDP,312,78,78,78,78,0,0,0,0,0,0
244.3.153.197,54545,41.177.230.130,137,UDP,2592,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54526,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54508,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54985,41.177.230.130,137,UDP,2592,96,96,96,96,96,96,96,96,96,96
77.197.210.56,51169,41.177.26.176,80,TCP,591,48,40,343,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.56,51169,TCP,11630,48,40,1500,1010,1500,42,1500,744,1500,827
18.181.165.45,2458,41.177.98.176,80,TCP,2396,48,40,728,736,724,40,40,40,0,0
41.177.98.176,80,18.181.165.45,2458,TCP,829,48,40,209,40,207,205,40,40,0,0
145.77.84.127,25,244.3.210.255,3469,TCP,836,132,40,48,40,48,40,71,40,40,40
244.3.210.255,3469,145.77.84.127,25,TCP,12964,85,86,46,1500,1500,1500,1500,1500,1500,1500
253.197.84.83,1737,253.37.253.43,23,TCP,898,53,53,40,40,53,53,40,40,53,53
244.3.202.202,53,244.3.210.230,63474,UDP,652,368,161,123,0,0,0,0,0,0,0
244.3.210.255,3535,224.41.156.142,25,TCP,13071,48,40,64,85,71,46,1500,1500,1500,1500
18.181.165.45,2464,41.177.98.176,80,TCP,1670,48,40,732,730,40,40,40,0,0,0
41.177.98.176,80,18.181.165.45,2464,TCP,623,48,40,208,40,207,40,40,0,0,0
41.177.26.176,59159,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59159,UDP,214,214,0,0,0,0,0,0,0,0,0
18.181.165.45,2461,41.177.98.176,80,TCP,2421,48,40,726,747,740,40,40,40,0,0
41.177.98.176,80,18.181.165.45,2461,TCP,831,48,40,208,40,206,209,40,40,0,0
18.181.165.45,2462,41.177.98.176,80,TCP,2403,48,40,735,731,729,40,40,40,0,0
41.177.98.176,80,18.181.165.45,2462,TCP,829,48,40,207,40,207,207,40,40,0,0
244.3.251.164,1985,210.218.218.164,1985,UDP,960,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59160,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59160,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59161,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59161,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.117,37174,41.177.26.15,80,TCP,532,64,52,260,52,52,52,0,0,0,0
41.177.26.15,80,41.177.26.117,37174,TCP,449,64,52,229,52,52,0,0,0,0,0
241.57.77.253,25,244.3.210.255,3532,TCP,1064,48,207,40,107,48,40,48,40,53,40
41.177.3.224,38681,41.177.117.184,1607,TCP,7136,349,459,436,113,318,69,40,349,459,436
41.177.26.176,59162,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59162,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.117.184,1607,41.177.3.224,38681,TCP,6316,429,305,237,62,334,212,429,305,237,62
41.177.26.176,59163,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59163,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59164,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59164,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59165,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59165,UDP,214,214,0,0,0,0,0,0,0,0,0
241.151.91.231,52261,41.177.98.127,210,TCP,128,48,40,40,0,0,0,0,0,0,0
41.177.98.127,210,241.151.91.231,52261,TCP,80,40,40,0,0,0,0,0,0,0,0
77.197.210.160,39324,41.177.26.176,80,TCP,605,48,40,357,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.160,39324,TCP,11512,48,40,1500,1017,1500,1500,752,1500,252,1500
41.177.26.176,59166,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59166,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59167,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59167,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59168,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
244.3.160.248,54088,41.177.26.55,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59168,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.160.248,54093,41.177.26.72,80,TCP,1015,48,40,767,40,40,40,40,0,0,0
41.177.26.55,80,244.3.160.248,54088,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.26.72,80,244.3.160.248,54093,TCP,1904,48,40,1500,236,40,40,0,0,0,0
41.177.26.117,37175,41.177.26.15,80,TCP,532,64,52,260,52,52,52,0,0,0,0
41.177.26.15,80,41.177.26.117,37175,TCP,449,64,52,229,52,52,0,0,0,0,0
41.177.26.214,58305,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58305,UDP,240,240,0,0,0,0,0,0,0,0,0
41.177.26.214,58306,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58306,UDP,129,129,0,0,0,0,0,0,0,0,0
41.177.26.176,59169,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59169,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.214,58307,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58307,UDP,146,146,0,0,0,0,0,0,0,0,0
41.177.26.214,58308,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.26.176,59170,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58308,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59170,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.214,58309,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58309,UDP,216,216,0,0,0,0,0,0,0,0,0
224.41.156.142,25,244.3.210.255,3535,TCP,1013,48,64,147,59,62,94,40,40,40,40
41.177.26.176,59171,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59171,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.214,58310,41.177.202.202,53,UDP,61,61,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58310,UDP,123,123,0,0,0,0,0,0,0,0,0
41.177.26.214,58311,41.177.202.202,53,UDP,78,78,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58311,UDP,136,136,0,0,0,0,0,0,0,0,0
41.177.26.214,58312,41.177.202.202,53,UDP,75,75,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58312,UDP,128,128,0,0,0,0,0,0,0,0,0
41.177.26.214,58313,41.177.202.202,53,UDP,61,61,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58313,UDP,177,177,0,0,0,0,0,0,0,0,0
41.177.26.214,39750,15.251.180.105,80,TCP,466,64,52,117,77,52,52,52,0,0,0
244.3.185.244,2354,41.177.26.15,80,TCP,7814,48,40,596,40,40,40,40,40,40,40
41.177.26.15,80,244.3.185.244,2354,TCP,373616,48,40,350,1420,1420,1420,1420,1420,1332,1420
41.177.26.176,59172,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59172,UDP,139,139,0,0,0,0,0,0,0,0,0
145.95.43.64,56289,244.3.210.197,80,TCP,2267,64,52,711,52,52,52,52,52,52,52
244.3.210.197,80,145.95.43.64,56289,TCP,16476,64,52,1500,1500,1500,1500,1500,1500,1500,1500
145.95.41.41,1985,210.218.218.164,1985,UDP,1000,48,48,48,48,48,48,48,48,44,48
254.204.210.149,6407,244.3.160.239,80,TCP,1868,52,40,1300,356,40,40,40,0,0,0
41.177.180.186,1985,210.218.218.164,1985,UDP,960,48,48,48,48,48,48,48,48,48,48
244.3.160.239,80,254.204.210.149,6407,TCP,909,52,40,40,614,83,40,40,0,0,0
41.177.26.176,80,77.197.210.198,62227,TCP,12068,1500,874,1500,184,264,1381,1418,1402,304,1449
46.121.152.138,54372,41.177.98.127,210,TCP,104,52,52,0,0,0,0,0,0,0,0
41.177.98.127,210,46.121.152.138,54372,TCP,104,52,52,0,0,0,0,0,0,0,0
244.3.160.239,33071,41.43.180.128,80,TCP,1903,48,40,1500,195,40,40,40,0,0,0
41.177.26.176,59173,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59173,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59174,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59174,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.41.201,1985,210.218.218.164,1985,UDP,1000,48,44,48,48,48,48,48,48,48,48
41.177.26.176,59175,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59175,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.210.186,20480,TCP,11770,1500,141,705,345,131,345,1218,1500,1434,1500
41.177.26.176,59176,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59176,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59177,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59177,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59178,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59178,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59179,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59179,UDP,214,214,0,0,0,0,0,0,0,0,0
77.197.210.122,64075,41.177.26.176,80,TCP,671,48,40,343,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.122,64075,TCP,11805,48,40,1500,1010,1500,42,1500,744,1500,1500
244.3.153.197,54994,41.177.230.130,137,UDP,2592,96,96,96,96,96,96,96,96,96,96
41.177.180.204,1985,210.218.218.164,1985,UDP,1004,48,48,48,48,48,48,48,48,48,44
244.3.210.230,55718,244.3.202.202,53,UDP,53,53,0,0,0,0,0,0,0,0,0
15.251.180.105,80,41.177.26.214,39750,TCP,703,60,52,52,435,52,52,0,0,0,0
41.177.26.176,59180,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59180,UDP,214,214,0,0,0,0,0,0,0,0,0
41.43.180.128,80,244.3.160.239,33071,TCP,995,44,40,40,791,40,40,0,0,0,0
41.177.26.176,59181,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59181,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59182,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59182,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59183,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59183,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.160.204,64551,244.3.160.89,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2048,244.3.160.204,64551,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64552,244.3.160.89,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.89,80,244.3.160.204,64552,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64553,244.3.160.89,443,TCP,252,44,88,40,40,40,0,0,0,0,0
244.3.160.89,443,244.3.160.204,64553,TCP,3309,44,40,1500,1500,105,40,40,40,0,0
244.3.160.204,64554,244.3.160.89,2784,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2784,244.3.160.204,64554,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64555,244.3.160.89,2785,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2785,244.3.160.204,64555,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,55718,UDP,239,239,0,0,0,0,0,0,0,0,0
244.3.160.204,64556,244.3.160.89,4000,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4000,244.3.160.204,64556,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64557,244.3.160.254,4002,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,4002,244.3.160.204,64557,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,64558,244.3.160.254,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,2048,244.3.160.204,64558,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.210.230,64658,244.3.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
244.3.160.204,64559,244.3.160.254,443,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.254,443,244.3.160.204,64559,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,64560,244.3.160.254,80,TCP,164,44,40,40,40,0,0,0,0,0,0
